phase,algo,servers,load_frac,load_pct,target_qps,workers,bin_seconds,bin_index,timestamp,elapsed_s,p50_us,p90_us,p99_us,p99_9_us,avg_us,total_responses,ok_responses,error_responses,response_qps,error_qps,status_dist
1,wrr,10,0.75,75,188,15,5,12,2026-07-06T20:26:10,62.5,23800,51340,87880,102220,30100.3218979,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,13,2026-07-06T20:26:15,67.5,28920,51740,89060,104940,30473.4859191,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,14,2026-07-06T20:26:20,72.5,24400,51620,89340,105800,30442.1010411,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,15,2026-07-06T20:26:25,77.5,29560,51520,89580,104460,30504.0327701,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,16,2026-07-06T20:26:30,82.5,34360,51640,90100,109940,30695.8634579,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,17,2026-07-06T20:26:35,87.5,29020,50520,89280,107660,30174.1222052,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,18,2026-07-06T20:26:40,92.5,29020,50720,88500,107240,30166.5813279,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,19,2026-07-06T20:26:45,97.5,33840,50920,88480,111920,30384.2744496,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,20,2026-07-06T20:26:50,102.5,28600,50900,88980,116300,30162.4273767,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,21,2026-07-06T20:26:55,107.5,23680,50760,88320,117660,29891.7951869,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,22,2026-07-06T20:27:00,112.5,23720,50940,88640,119980,29922.8428059,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,23,2026-07-06T20:27:05,117.5,23700,51200,88620,121100,30010.9364363,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,24,2026-07-06T20:27:10,122.5,18740,51380,89300,122280,29963.2405299,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,25,2026-07-06T20:27:15,127.5,23740,51220,88580,116360,30029.7590484,944,944,0,188.8,0,"{""200"": 944}"
1,wrr,10,0.75,75,188,15,5,26,2026-07-06T20:27:20,132.5,23820,51300,89140,110860,30148.7298626,931,931,0,186.2,0,"{""200"": 931}"
1,wrr,10,0.75,75,188,15,5,27,2026-07-06T20:27:25,137.5,28860,52100,89920,108760,30535.5740339,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,28,2026-07-06T20:27:30,142.5,28760,51800,90200,109440,30416.5239263,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,29,2026-07-06T20:27:35,147.5,33980,51840,90160,103540,30710.9711555,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,30,2026-07-06T20:27:40,152.5,28980,51840,90320,103520,30632.9018604,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,31,2026-07-06T20:27:45,157.5,28960,51740,89940,104060,30555.3568868,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,32,2026-07-06T20:27:50,162.5,29260,51100,89480,110080,30573.4227684,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,33,2026-07-06T20:27:55,167.5,29140,50900,89580,104940,30558.6803209,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,34,2026-07-06T20:28:00,172.5,28520,51540,90000,109820,30389.6009558,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,35,2026-07-06T20:28:05,177.5,28540,51380,89800,110740,30159.9453832,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,36,2026-07-06T20:28:10,182.5,28720,51480,89660,108680,30249.9604028,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,37,2026-07-06T20:28:15,187.5,23280,51220,89800,103260,29767.7593446,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,38,2026-07-06T20:28:20,192.5,23460,51100,89720,102880,29744.1737498,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,39,2026-07-06T20:28:25,197.5,23780,50400,89180,103620,29767.1827957,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,40,2026-07-06T20:28:30,202.5,29000,50740,89120,102660,30262.1457587,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,41,2026-07-06T20:28:35,207.5,28840,50600,88300,102500,30117.8450247,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,42,2026-07-06T20:28:40,212.5,28940,50740,88420,101760,30270.4533197,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,43,2026-07-06T20:28:45,217.5,28780,50900,88140,101720,30222.1146953,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,44,2026-07-06T20:28:50,222.5,23920,50640,87180,95340,29910.4918928,930,930,0,186,0,"{""200"": 930}"
1,wrr,10,0.75,75,188,15,5,45,2026-07-06T20:28:55,227.5,18660,50340,87240,96120,29385.6791261,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,46,2026-07-06T20:29:00,232.5,19875,50550,88325,97000,29505.458696,945,945,0,189,0,"{""200"": 945}"
1,wrr,10,0.75,75,188,15,5,47,2026-07-06T20:29:05,237.5,21933.3333333,50566.6666667,87766.6666667,97466.6666667,29467.8517381,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,0,2026-07-06T20:29:11,243.5,11833.3333333,23900,52466.6666667,91000,15035.8889458,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,1,2026-07-06T20:29:16,248.5,11850,21775,52400,92075,14873.9802014,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,2,2026-07-06T20:29:21,253.5,11820,20440,52180,90300,14731.8190818,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,3,2026-07-06T20:29:26,258.5,11820,20940,52260,90200,14808.4212323,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,4,2026-07-06T20:29:31,263.5,11800,21000,52560,91460,14870.4106503,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,5,2026-07-06T20:29:36,268.5,11800,20980,56780,91680,14935.1227172,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,6,2026-07-06T20:29:41,273.5,11820,21080,62620,90920,15175.213859,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,7,2026-07-06T20:29:46,278.5,11880,26260,63660,92900,15471.0657109,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,8,2026-07-06T20:29:51,283.5,11860,20700,63660,94280,15213.1916709,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,9,2026-07-06T20:29:56,288.5,11900,25740,69860,93860,15451.6043693,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,10,2026-07-06T20:30:01,293.5,11900,25700,69620,94360,15402.249872,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,11,2026-07-06T20:30:06,298.5,11840,25720,67520,94960,15353.6507937,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,12,2026-07-06T20:30:11,303.5,11840,20720,66580,95100,15230.3898276,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,13,2026-07-06T20:30:16,308.5,11860,20780,66080,92760,15262.9824202,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,14,2026-07-06T20:30:21,313.5,11880,15900,61160,97380,15118.2416795,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,15,2026-07-06T20:30:26,318.5,11880,15840,57040,96160,14998.5830346,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,16,2026-07-06T20:30:31,323.5,11900,15660,53300,94060,14818.2020823,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,17,2026-07-06T20:30:36,328.5,11880,15420,57740,100320,14717.9498208,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,18,2026-07-06T20:30:41,333.5,11860,20460,61740,106360,14897.682881,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,19,2026-07-06T20:30:46,338.5,11840,20260,59860,103860,14767.1220345,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,20,2026-07-06T20:30:51,343.5,11820,20260,59900,112880,14788.7277692,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,21,2026-07-06T20:30:56,348.5,11860,25740,60200,114800,15094.4389828,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,22,2026-07-06T20:31:01,353.5,11840,25780,55700,107700,15051.666496,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,23,2026-07-06T20:31:06,358.5,11880,20740,51760,101180,14838.176822,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,24,2026-07-06T20:31:11,363.5,11920,26160,60020,105800,15258.8977641,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,25,2026-07-06T20:31:16,368.5,11920,26400,64740,98580,15421.9453832,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,26,2026-07-06T20:31:21,373.5,11880,20940,64500,99260,15138.6891961,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,27,2026-07-06T20:31:26,378.5,11900,20940,64660,99700,15142.7677078,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,28,2026-07-06T20:31:31,383.5,11860,20800,64880,101220,15020.4396655,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,29,2026-07-06T20:31:36,388.5,11820,15460,57000,95820,14679.9303635,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,30,2026-07-06T20:31:41,393.5,11840,15400,59620,103180,14721.9436764,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,31,2026-07-06T20:31:46,398.5,11860,15480,59560,102080,14779.2981737,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,32,2026-07-06T20:31:51,403.5,11820,15440,59620,102460,14740.2566991,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,33,2026-07-06T20:31:56,408.5,11840,20540,59740,102620,15088.848609,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,34,2026-07-06T20:32:01,413.5,11920,25700,61300,101000,15269.7163338,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,35,2026-07-06T20:32:06,418.5,11920,25420,54280,92460,15003.8934972,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,36,2026-07-06T20:32:11,423.5,11940,31000,55020,93360,15303.9887353,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,37,2026-07-06T20:32:16,428.5,11940,31120,54860,92140,15371.7982591,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,38,2026-07-06T20:32:21,433.5,11940,26140,59000,99280,15255.9259259,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,39,2026-07-06T20:32:26,438.5,11880,26140,57620,99460,15226.5567503,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,40,2026-07-06T20:32:31,443.5,11860,26380,58060,99420,15377.265745,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,41,2026-07-06T20:32:36,448.5,11800,20760,57360,99580,15036.3451101,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,42,2026-07-06T20:32:41,453.5,11880,26440,64440,101740,15498.0286738,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,43,2026-07-06T20:32:46,458.5,11840,26500,59960,94180,15436.0180918,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,44,2026-07-06T20:32:51,463.5,11860,21260,63920,100840,15219.2285373,930,930,0,186,0,"{""200"": 930}"
2,prequal,10,0.75,75,188,15,5,45,2026-07-06T20:32:56,468.5,11880,26560,70080,102640,15373.073562,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,46,2026-07-06T20:33:01,473.5,11925,29350,74500,104100,15556.6594129,945,945,0,189,0,"{""200"": 945}"
2,prequal,10,0.75,75,188,15,5,47,2026-07-06T20:33:06,478.5,11866.6666667,24533.3333333,70266.6666667,106000,15147.6605792,930,930,0,186,0,"{""200"": 930}"
3,wrr,10,0.83,83,208,15,5,0,2026-07-06T20:33:13,485.5,21766.6666667,51400,86666.6666667,94166.6666667,29189.6618357,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,1,2026-07-06T20:33:18,490.5,19550,51150,86925,93850,29072.984472,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,2,2026-07-06T20:33:23,495.5,18420,51060,87380,99020,29247.720911,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,3,2026-07-06T20:33:28,500.5,13160,50320,87220,99300,28829.9817805,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,4,2026-07-06T20:33:33,505.5,18420,51320,88320,106700,29479.8600414,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,5,2026-07-06T20:33:38,510.5,18520,51300,88980,106880,29633.3093168,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,6,2026-07-06T20:33:43,515.5,18680,51320,89300,107140,29839.2502415,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,7,2026-07-06T20:33:48,520.5,18520,51260,89380,102340,29579.7645273,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,8,2026-07-06T20:33:53,525.5,23800,52000,89320,103000,30034.4891649,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,9,2026-07-06T20:33:58,530.5,18580,51180,88440,96760,29551.0456867,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,10,2026-07-06T20:34:03,535.5,19100,51920,88720,99480,29862.8806073,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,11,2026-07-06T20:34:08,540.5,19400,52100,88200,99820,29926.3008972,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,12,2026-07-06T20:34:13,545.5,19580,53740,88160,100460,30326.636853,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,13,2026-07-06T20:34:18,550.5,19380,53760,88480,99980,30217.3775017,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,14,2026-07-06T20:34:23,555.5,24620,54500,88940,99600,30599.9861974,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,15,2026-07-06T20:34:28,560.5,24320,54480,88720,99280,30569.368668,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,16,2026-07-06T20:34:33,565.5,28980,54420,89300,101620,30626.8645963,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,17,2026-07-06T20:34:38,570.5,28920,53320,89160,100260,30558.999862,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,18,2026-07-06T20:34:43,575.5,23880,52700,88840,99680,30301.7278123,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,19,2026-07-06T20:34:48,580.5,23640,52400,89000,98760,30232.0673568,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,20,2026-07-06T20:34:53,585.5,28280,51860,88520,96600,30133.1301587,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,21,2026-07-06T20:34:58,590.5,28400,53000,88580,98140,30308.7936508,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,22,2026-07-06T20:35:03,595.5,33280,52700,88920,98820,30340.5510007,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,23,2026-07-06T20:35:08,600.5,38460,52560,88920,99800,30546.6766046,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,24,2026-07-06T20:35:13,605.5,33800,52400,88280,101180,30450.2114562,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,25,2026-07-06T20:35:18,610.5,28900,52180,88600,101080,30281.7852312,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,26,2026-07-06T20:35:23,615.5,29160,52040,88280,96500,30353.6499655,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,27,2026-07-06T20:35:28,620.5,24260,51900,87800,96180,30165.0616977,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,28,2026-07-06T20:35:33,625.5,19100,52380,88240,95320,30135.636715,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,29,2026-07-06T20:35:38,630.5,24080,52920,88680,96180,30358.1101449,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,30,2026-07-06T20:35:43,635.5,29200,53620,89140,95660,30637.2223602,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,31,2026-07-06T20:35:48,640.5,28640,52500,89080,96880,30331.5417529,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,32,2026-07-06T20:35:53,645.5,33820,53220,89540,97600,30677.6480331,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,33,2026-07-06T20:35:58,650.5,33880,52960,89820,98320,30644.947412,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,34,2026-07-06T20:36:03,655.5,28520,52060,89420,96720,30036.0384994,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,35,2026-07-06T20:36:08,660.5,28440,51980,89340,99680,30064.7008015,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,36,2026-07-06T20:36:13,665.5,23540,52100,89700,102020,29981.5891383,1049,1049,0,209.8,0,"{""200"": 1049}"
3,wrr,10,0.83,83,208,15,5,37,2026-07-06T20:36:18,670.5,18420,51200,88820,100800,29573.8996973,1036,1036,0,207.2,0,"{""200"": 1036}"
3,wrr,10,0.83,83,208,15,5,38,2026-07-06T20:36:23,675.5,18540,52640,89320,104080,29738.7499388,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,39,2026-07-06T20:36:28,680.5,18600,52920,89520,104980,30063.1757596,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,40,2026-07-06T20:36:33,685.5,13500,52420,89180,104680,29760.163147,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,41,2026-07-06T20:36:38,690.5,13420,52280,89360,102840,29597.3032436,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,42,2026-07-06T20:36:43,695.5,13500,52320,89600,103160,29664.9540373,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,43,2026-07-06T20:36:48,700.5,18620,51480,88660,101680,29778.3091787,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,44,2026-07-06T20:36:53,705.5,18680,51220,88580,101200,29669.5748792,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,45,2026-07-06T20:36:58,710.5,24080,51600,88600,99580,30039.6546584,1050,1050,0,210,0,"{""200"": 1050}"
3,wrr,10,0.83,83,208,15,5,46,2026-07-06T20:37:03,715.5,26925,51900,88075,99225,30340.4137336,1035,1035,0,207,0,"{""200"": 1035}"
3,wrr,10,0.83,83,208,15,5,47,2026-07-06T20:37:08,720.5,31133.3333333,52466.6666667,88400,101300,30601.2923856,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,0,2026-07-06T20:37:15,727.5,11833.3333333,15533.3333333,59266.6666667,90900,14953.3333333,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,1,2026-07-06T20:37:20,732.5,11800,21625,57850,90650,15055.2619048,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,2,2026-07-06T20:37:25,737.5,11840,20360,61340,91180,15086.7216011,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,3,2026-07-06T20:37:30,742.5,11840,25100,58580,89360,15177.7554175,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,4,2026-07-06T20:37:35,747.5,11880,25060,58540,89960,15138.1534852,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,5,2026-07-06T20:37:40,752.5,11880,25200,59180,90380,15229.2645963,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,6,2026-07-06T20:37:45,757.5,11920,20820,66020,92360,15314.9874396,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,7,2026-07-06T20:37:50,762.5,11880,20880,64380,92340,15315.1610766,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,8,2026-07-06T20:37:55,767.5,11900,21340,65980,92560,15359.7021394,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,9,2026-07-06T20:38:00,772.5,11900,21200,64460,86640,15199.2847481,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,10,2026-07-06T20:38:05,777.5,11880,21040,63940,86900,15108.179158,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,11,2026-07-06T20:38:10,782.5,11860,20380,56720,85160,14756.6815735,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,12,2026-07-06T20:38:15,787.5,11860,20320,53720,84640,14690.8847481,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,13,2026-07-06T20:38:20,792.5,11840,20820,59000,92000,14901.0967564,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,14,2026-07-06T20:38:25,797.5,11820,21100,61520,98200,15155.9180124,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,15,2026-07-06T20:38:30,802.5,11840,20960,61560,96740,15016.3762595,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,16,2026-07-06T20:38:35,807.5,11860,26580,67080,97280,15475.5605245,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,17,2026-07-06T20:38:40,812.5,11860,26540,67080,96200,15404.6040028,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,18,2026-07-06T20:38:45,817.5,11880,21100,60480,90180,15121.4064872,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,19,2026-07-06T20:38:50,822.5,11840,26060,60500,89820,15162.9645273,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,20,2026-07-06T20:38:55,827.5,11840,26140,61480,90220,15274.1722567,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,21,2026-07-06T20:39:00,832.5,11800,20560,56720,90920,14884.5918565,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,22,2026-07-06T20:39:05,837.5,11800,20640,56440,91100,14890.7928226,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,23,2026-07-06T20:39:10,842.5,11780,25580,59380,90060,14968.0295376,1035,1035,0,207,0,"{""200"": 1035}"
4,prequal,10,0.83,83,208,15,5,24,2026-07-06T20:39:15,847.5,11860,20540,57980,90400,14918.6647343,1050,1050,0,210,0,"{""200"": 1050}"
4,prequal,10,0.83,83,208,15,5,25,2026-07-06T20:39:20,852.5,11820,20540,57160,90880,14862.3320911,1035,1035,0,207,0,"{""200"": 1035}"
